['0', 'onstandstepchanged', '3579', ['onstandstepchanged', ' <*>'], 'E0']
['304', 'gettodaytotaldetailsteps', '1514038440000##7052##548365##8661##16161##27200470', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['312', 'gettodaytotaldetailsteps', '1514038440000##7053##548365##8661##16256##27202475', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['319', 'gettodaytotaldetailsteps', '1514038500000##7054##548458##8661##16256##27204469', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['326', 'gettodaytotaldetailsteps', '1514038500000##7054##548551##8661##16256##27205469', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['332', 'gettodaytotaldetailsteps', '1514038560000##7054##548552##8661##16256##27283470', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['339', 'gettodaytotaldetailsteps', '1514038560000##7056##548553##8661##16256##27284971', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['346', 'gettodaytotaldetailsteps', '1514038560000##7058##548554##8661##16256##27285475', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['353', 'gettodaytotaldetailsteps', '1514038560000##7060##548555##8661##16256##27285968', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['360', 'gettodaytotaldetailsteps', '1514038560000##7062##548556##8661##16256##27286470', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['367', 'gettodaytotaldetailsteps', '1514038560000##7064##548557##8661##16256##27286970', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['374', 'gettodaytotaldetailsteps', '1514038560000##7066##548558##8661##16256##27287469', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['381', 'gettodaytotaldetailsteps', '1514038560000##7068##548559##8661##16256##27287972', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['388', 'gettodaytotaldetailsteps', '1514038560000##7070##548560##8661##16256##27288471', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['395', 'gettodaytotaldetailsteps', '1514038560000##7071##548561##8661##16256##27288973', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['402', 'gettodaytotaldetailsteps', '1514038560000##7074##548562##8661##16256##27289470', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['408', 'gettodaytotaldetailsteps', '1514038560000##7074##548563##8661##16256##27292475', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['415', 'gettodaytotaldetailsteps', '1514038560000##7075##548564##8661##16256##27309470', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['422', 'gettodaytotaldetailsteps', '1514038560000##7077##548565##8661##16256##27309969', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['429', 'gettodaytotaldetailsteps', '1514038560000##7079##548566##8661##16256##27310473', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['436', 'gettodaytotaldetailsteps', '1514038560000##7081##548567##8661##16256##27310970', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['443', 'gettodaytotaldetailsteps', '1514038560000##7083##548568##8661##16256##27311472', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['450', 'gettodaytotaldetailsteps', '1514038560000##7084##548569##8661##16256##27311970', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['457', 'gettodaytotaldetailsteps', '1514038560000##7086##548570##8661##16256##27312467', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['464', 'gettodaytotaldetailsteps', '1514038560000##7088##548571##8661##16256##27312967', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['471', 'gettodaytotaldetailsteps', '1514038560000##7090##548572##8661##16256##27313468', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['478', 'gettodaytotaldetailsteps', '1514038560000##7092##548573##8661##16256##27313974', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['485', 'gettodaytotaldetailsteps', '1514038560000##7094##548574##8661##16256##27314468', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['492', 'gettodaytotaldetailsteps', '1514038560000##7095##548575##8661##16256##27314968', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['499', 'gettodaytotaldetailsteps', '1514038560000##7097##548576##8661##16256##27315469', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['506', 'gettodaytotaldetailsteps', '1514038560000##7099##548577##8661##16256##27315983', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['513', 'gettodaytotaldetailsteps', '1514038560000##7101##548578##8661##16256##27316470', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['520', 'gettodaytotaldetailsteps', '1514038560000##7102##548579##8661##16256##27317468', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['527', 'gettodaytotaldetailsteps', '1514038560000##7103##548580##8661##16256##27318472', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['534', 'gettodaytotaldetailsteps', '1514038560000##7104##548581##8661##16256##27319473', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['541', 'gettodaytotaldetailsteps', '1514038560000##7105##548582##8661##16256##27319968', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['548', 'gettodaytotaldetailsteps', '1514038560000##7106##548583##8661##16256##27320969', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['555', 'gettodaytotaldetailsteps', '1514038560000##7107##548584##8661##16256##27321969', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['563', 'gettodaytotaldetailsteps', '1514038560000##7109##548585##8661##16256##27322469', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['570', 'gettodaytotaldetailsteps', '1514038620000##7111##548640##8661##16256##27324478', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['577', 'gettodaytotaldetailsteps', '1514038620000##7112##548695##8661##16256##27325968', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['584', 'gettodaytotaldetailsteps', '1514038620000##7113##548750##8661##16256##27326969', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['591', 'gettodaytotaldetailsteps', '1514038620000##7114##548805##8661##16256##27329972', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['598', 'gettodaytotaldetailsteps', '1514038620000##7114##548860##8661##16256##27330470', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['605', 'gettodaytotaldetailsteps', '1514038680000##7117##548865##8661##16256##27392475', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['612', 'gettodaytotaldetailsteps', '1514038680000##7122##548870##8661##16256##27392978', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['619', 'gettodaytotaldetailsteps', '1514038680000##7124##548875##8661##16256##27393470', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['626', 'gettodaytotaldetailsteps', '1514038680000##7126##548880##8661##16256##27393971', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['633', 'gettodaytotaldetailsteps', '1514038680000##7128##548885##8661##16256##27394469', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['640', 'gettodaytotaldetailsteps', '1514038680000##7130##548890##8661##16256##27394969', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['647', 'gettodaytotaldetailsteps', '1514038680000##7132##548895##8661##16256##27395468', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['654', 'gettodaytotaldetailsteps', '1514038680000##7135##548900##8661##16256##27395969', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['661', 'gettodaytotaldetailsteps', '1514038680000##7139##548905##8661##16256##27396473', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['668', 'gettodaytotaldetailsteps', '1514038680000##7140##548910##8661##16256##27396969', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['675', 'gettodaytotaldetailsteps', '1514038680000##7154##548915##8661##16256##27398975', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['687', 'gettodaytotaldetailsteps', '1514038680000##7154##548920##8661##16256##27400475', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['695', 'gettodaytotaldetailsteps', '1514038680000##7160##548925##8661##16256##27442097', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['777', 'gettodaytotaldetailsteps', '1514038680000##7160##548930##8661##16256##27442416', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['798', 'gettodaytotaldetailsteps', '1514038680000##7163##548935##8661##16256##27442827', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['805', 'gettodaytotaldetailsteps', '1514038680000##7165##548940##8661##16256##27443484', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['813', 'gettodaytotaldetailsteps', '1514038680000##7167##548945##8661##16256##27443986', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['820', 'gettodaytotaldetailsteps', '1514038740000##7170##548996##8661##16256##27444484', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['827', 'gettodaytotaldetailsteps', '1514038740000##7173##549047##8661##16256##27444985', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['834', 'gettodaytotaldetailsteps', '1514038740000##7174##549098##8661##16256##27445485', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['841', 'gettodaytotaldetailsteps', '1514038740000##7176##549149##8661##16256##27445983', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['848', 'gettodaytotaldetailsteps', '1514038740000##7179##549200##8661##16256##27446483', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['855', 'gettodaytotaldetailsteps', '1514038740000##7181##549251##8661##16256##27446989', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['862', 'gettodaytotaldetailsteps', '1514038740000##7183##549302##8661##16256##27447483', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['869', 'gettodaytotaldetailsteps', '1514038740000##7185##549353##8661##16256##27448486', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['876', 'gettodaytotaldetailsteps', '1514038740000##7186##549404##8661##16256##27448983', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['883', 'gettodaytotaldetailsteps', '1514038740000##7187##549455##8661##16256##27449982', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['890', 'gettodaytotaldetailsteps', '1514038740000##7188##549506##8661##16256##27451985', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['897', 'gettodaytotaldetailsteps', '1514038740000##7189##549557##8661##16256##27452491', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['903', 'gettodaytotaldetailsteps', '1514038740000##7189##549608##8661##16256##27457484', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['919', 'gettodaytotaldetailsteps', '1514038740000##7189##549659##8661##16256##27460494', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['928', 'gettodaytotaldetailsteps', '1514038980000##7189##549659##8661##16256##27706526', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['934', 'gettodaytotaldetailsteps', '1514038980000##7189##549659##8661##16256##27706835', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['940', 'gettodaytotaldetailsteps', '1514038980000##7189##549659##8661##16256##27736503', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['946', 'gettodaytotaldetailsteps', '1514038980000##7189##549659##8661##16256##27738504', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['965', 'gettodaytotaldetailsteps', '1514038980000##7189##549659##8661##16256##27743510', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['973', 'gettodaytotaldetailsteps', '1514039340000##7189##549659##8661##16256##28068346', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['980', 'gettodaytotaldetailsteps', '1514039340000##7189##549659##8661##16256##28068666', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['991', 'gettodaytotaldetailsteps', '1514039400000##7189##549659##8661##16256##28136544', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1000', 'gettodaytotaldetailsteps', '1514039400000##7189##549659##8661##16256##28163940', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1018', 'gettodaytotaldetailsteps', '1514039400000##7189##549659##8661##16256##28164276', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1028', 'gettodaytotaldetailsteps', '1514039520000##7189##549659##8661##16256##28234547', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1036', 'gettodaytotaldetailsteps', '1514039520000##7189##549659##8661##16256##28270623', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1046', 'gettodaytotaldetailsteps', '1514039520000##7189##549659##8661##16256##28270935', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1059', 'gettodaytotaldetailsteps', '1514039760000##7189##549659##8661##16256##28479559', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1069', 'gettodaytotaldetailsteps', '1514039880000##7189##549659##8661##16256##28609620', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1081', 'gettodaytotaldetailsteps', '1514039880000##7189##549659##8661##16256##28609933', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1087', 'gettodaytotaldetailsteps', '1514040240000##7189##549659##8661##16256##28993578', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1099', 'gettodaytotaldetailsteps', '1514040240000##7189##549659##8661##16256##28999575', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1109', 'gettodaytotaldetailsteps', '1514040600000##7189##549659##8661##16256##29307585', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1117', 'gettodaytotaldetailsteps', '1514040600000##7189##549659##8661##16256##29341612', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1123', 'gettodaytotaldetailsteps', '1514040600000##7189##549659##8661##16256##29341927', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1129', 'gettodaytotaldetailsteps', '1514040600000##7189##549659##8661##16256##29344951', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1140', 'gettodaytotaldetailsteps', '1514040600000##7189##549659##8661##16256##29353602', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1148', 'gettodaytotaldetailsteps', '1514040660000##7189##549659##8661##16256##29409806', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1154', 'gettodaytotaldetailsteps', '1514040660000##7189##549659##8661##16256##29410120', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1160', 'gettodaytotaldetailsteps', '1514040660000##7189##549659##8661##16256##29410605', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1171', 'gettodaytotaldetailsteps', '1514040660000##7189##549659##8661##16256##29416607', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1181', 'gettodaytotaldetailsteps', '1514040720000##7189##549659##8661##16256##29425533', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1187', 'gettodaytotaldetailsteps', '1514040720000##7189##549659##8661##16256##29425847', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1197', 'gettodaytotaldetailsteps', '1514040720000##7189##549659##8661##16256##29431618', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1207', 'gettodaytotaldetailsteps', '1514040720000##7189##549659##8661##16256##29437037', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1214', 'gettodaytotaldetailsteps', '1514040720000##7189##549659##8661##16256##29437358', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1225', 'gettodaytotaldetailsteps', '1514040780000##7189##549659##8661##16256##29539649', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1235', 'gettodaytotaldetailsteps', '1514040840000##7189##549659##8661##16256##29600053', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1265', 'gettodaytotaldetailsteps', '1514040840000##7189##549659##8661##16256##29600372', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1273', 'gettodaytotaldetailsteps', '1514041560000##7189##549659##8661##16256##30270445', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1279', 'gettodaytotaldetailsteps', '1514041560000##7189##549659##8661##16256##30270764', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1285', 'gettodaytotaldetailsteps', '1514041560000##7189##549659##8661##16256##30271693', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1292', 'gettodaytotaldetailsteps', '1514041560000##7189##549659##8661##16256##30314585', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1300', 'gettodaytotaldetailsteps', '1514041560000##7189##549659##8661##16256##30315546', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1307', 'gettodaytotaldetailsteps', '1514041620000##7189##549659##8661##16256##30333554', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1328', 'gettodaytotaldetailsteps', '1514041620000##7189##549659##8661##16256##30343722', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1337', 'gettodaytotaldetailsteps', '1514041980000##7189##549659##8661##16256##30708710', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1343', 'gettodaytotaldetailsteps', '1514041980000##7189##549659##8661##16256##30709030', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1349', 'gettodaytotaldetailsteps', '1514041980000##7189##549659##8661##16256##30709727', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1356', 'gettodaytotaldetailsteps', '1514041980000##7191##549659##8661##16256##30727229', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1363', 'gettodaytotaldetailsteps', '1514041980000##7192##549659##8661##16256##30727733', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1370', 'gettodaytotaldetailsteps', '1514041980000##7193##549659##8661##16256##30728232', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1377', 'gettodaytotaldetailsteps', '1514041980000##7196##549659##8661##16256##30728728', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1384', 'gettodaytotaldetailsteps', '1514041980000##7198##549659##8661##16256##30729233', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1391', 'gettodaytotaldetailsteps', '1514041980000##7200##549659##8661##16256##30729733', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1398', 'gettodaytotaldetailsteps', '1514041980000##7202##549659##8661##16256##30730227', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1405', 'gettodaytotaldetailsteps', '1514041980000##7205##549659##8661##16256##30730728', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1412', 'gettodaytotaldetailsteps', '1514041980000##7208##549659##8661##16256##30731232', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1419', 'gettodaytotaldetailsteps', '1514041980000##7211##549659##8661##16256##30731730', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1426', 'gettodaytotaldetailsteps', '1514041980000##7212##549659##8661##16256##30732729', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1433', 'gettodaytotaldetailsteps', '1514041980000##7214##549659##8661##16256##30733226', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1441', 'gettodaytotaldetailsteps', '1514041980000##7214##549659##8661##16256##30736730', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1452', 'gettodaytotaldetailsteps', '1514042100000##7214##549659##8661##16256##30827730', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1461', 'gettodaytotaldetailsteps', '1514042160000##7214##549659##8661##16256##30905315', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1473', 'gettodaytotaldetailsteps', '1514042160000##7214##549659##8661##16256##30905625', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1480', 'gettodaytotaldetailsteps', '1514042160000##7214##549659##8661##16256##30906310', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1488', 'gettodaytotaldetailsteps', '1514042160000##7214##549659##8661##16256##30906710', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1494', 'gettodaytotaldetailsteps', '1514042280000##7214##549659##8661##16256##31004759', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1503', 'gettodaytotaldetailsteps', '1514042280000##7214##549659##8661##16256##31005759', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1509', 'gettodaytotaldetailsteps', '1514042520000##7214##549659##8661##16256##31239760', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1522', 'gettodaytotaldetailsteps', '1514042520000##7214##549659##8661##16256##31243766', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1528', 'gettodaytotaldetailsteps', '1514042880000##7214##549659##8661##16256##31588757', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1552', 'gettodaytotaldetailsteps', '1514042880000##7214##549659##8661##16256##31589757', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1558', 'gettodaytotaldetailsteps', '1514043360000##7214##549659##8661##16256##32078759', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1567', 'gettodaytotaldetailsteps', '1514043360000##7214##549659##8661##16256##32080760', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1573', 'gettodaytotaldetailsteps', '1514043540000##7214##549659##8661##16256##32254765', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['1581', 'gettodaytotaldetailsteps', '1514043540000##7214##549659##8661##16256##32258759', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
