['0', 'registered', 'signal', 'handlers', 'for', '[term', 'hup', 'int]', ['registered', 'signal', 'handlers', 'for', '[term', 'hup', 'int]'], 'E0']
['1244', 'partition', 'rdd_42_19', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1260', 'partition', 'rdd_42_20', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1270', 'partition', 'rdd_42_21', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1272', 'partition', 'rdd_42_22', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1282', 'partition', 'rdd_42_23', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1284', 'partition', 'rdd_42_24', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1300', 'partition', 'rdd_42_25', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1310', 'partition', 'rdd_42_26', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1314', 'partition', 'rdd_42_27', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1322', 'partition', 'rdd_42_28', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1324', 'partition', 'rdd_42_29', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1340', 'partition', 'rdd_42_30', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1351', 'partition', 'rdd_42_31', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1353', 'partition', 'rdd_42_32', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1362', 'partition', 'rdd_42_34', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1364', 'partition', 'rdd_42_33', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1379', 'partition', 'rdd_42_35', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1390', 'partition', 'rdd_42_36', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1392', 'partition', 'rdd_42_37', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1403', 'partition', 'rdd_42_38', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['1405', 'partition', 'rdd_42_39', 'not', 'found', 'computing', 'it', ['partition', ' <*>', 'not', 'found', 'computing', 'it'], 'E11']
['48', 'mapred.tip.id', 'is', 'deprecated.', 'instead', 'use', 'mapreduce.task.id', ['mapred.tip.id', 'is', 'deprecated.', 'instead', 'use', 'mapreduce.task.id'], 'E12']
['49', 'mapred.task.id', 'is', 'deprecated.', 'instead', 'use', 'mapreduce.task.attempt.id', ['mapred.task.id', 'is', 'deprecated.', 'instead', 'use', 'mapreduce.task.attempt.id'], 'E13']
['50', 'mapred.task.is.map', 'is', 'deprecated.', 'instead', 'use', 'mapreduce.task.ismap', ['mapred.task.is.map', 'is', 'deprecated.', 'instead', 'use', 'mapreduce.task.ismap'], 'E14']
['51', 'mapred.job.id', 'is', 'deprecated.', 'instead', 'use', 'mapreduce.job.id', ['mapred.job.id', 'is', 'deprecated.', 'instead', 'use', 'mapreduce.job.id'], 'E15']
['52', 'mapred.task.partition', 'is', 'deprecated.', 'instead', 'use', 'mapreduce.task.partition', ['mapred.task.partition', 'is', 'deprecated.', 'instead', 'use', 'mapreduce.task.partition'], 'E16']
['3', 'securitymanager:', 'authentication', 'disabled;', 'ui', 'acls', 'disabled;', 'users', 'with', 'view', 'permissions:', 'set(yarn', 'curi);', 'users', 'with', 'modify', 'permissions:', 'set(yarn', 'curi)', ['securitymanager:', 'authentication', 'disabled;', 'ui', 'acls', 'disabled;', 'users', 'with', 'view', 'permissions:', 'set(yarn', 'curi);', 'users', 'with', 'modify', 'permissions:', 'set(yarn', 'curi)'], 'E17']
['6', 'securitymanager:', 'authentication', 'disabled;', 'ui', 'acls', 'disabled;', 'users', 'with', 'view', 'permissions:', 'set(yarn', 'curi);', 'users', 'with', 'modify', 'permissions:', 'set(yarn', 'curi)', ['securitymanager:', 'authentication', 'disabled;', 'ui', 'acls', 'disabled;', 'users', 'with', 'view', 'permissions:', 'set(yarn', 'curi);', 'users', 'with', 'modify', 'permissions:', 'set(yarn', 'curi)'], 'E17']
['7', 'slf4jlogger', 'started', ['slf4jlogger', 'started'], 'E18']
['8', 'starting', 'remoting', ['starting', 'remoting'], 'E19']
['19', 'registered', 'blockmanager', ['registered', 'blockmanager'], 'E20']
['884', 'attempt_201706092018_0024_m_000004_1026:', 'committed', [' <*>', 'committed'], 'E21']
['885', 'attempt_201706092018_0024_m_000002_998:', 'committed', [' <*>', 'committed'], 'E21']
['886', 'attempt_201706092018_0024_m_000003_1012:', 'committed', [' <*>', 'committed'], 'E21']
['887', 'attempt_201706092018_0024_m_000001_984:', 'committed', [' <*>', 'committed'], 'E21']
['888', 'attempt_201706092018_0024_m_000000_970:', 'committed', [' <*>', 'committed'], 'E21']
['920', 'attempt_201706092018_0024_m_000044_1129:', 'committed', [' <*>', 'committed'], 'E21']
['923', 'attempt_201706092018_0024_m_000043_1128:', 'committed', [' <*>', 'committed'], 'E21']
['924', 'attempt_201706092018_0024_m_000040_1125:', 'committed', [' <*>', 'committed'], 'E21']
['926', 'attempt_201706092018_0024_m_000042_1127:', 'committed', [' <*>', 'committed'], 'E21']
['928', 'attempt_201706092018_0024_m_000041_1126:', 'committed', [' <*>', 'committed'], 'E21']
['960', 'attempt_201706092018_0024_m_000083_1138:', 'committed', [' <*>', 'committed'], 'E21']
['963', 'attempt_201706092018_0024_m_000084_1141:', 'committed', [' <*>', 'committed'], 'E21']
['964', 'attempt_201706092018_0024_m_000080_1135:', 'committed', [' <*>', 'committed'], 'E21']
['966', 'attempt_201706092018_0024_m_000082_1137:', 'committed', [' <*>', 'committed'], 'E21']
['968', 'attempt_201706092018_0024_m_000081_1136:', 'committed', [' <*>', 'committed'], 'E21']
['992', 'attempt_201706092018_0024_m_000124_1151:', 'committed', [' <*>', 'committed'], 'E21']
['1005', 'attempt_201706092018_0024_m_000120_1145:', 'committed', [' <*>', 'committed'], 'E21']
['1008', 'attempt_201706092018_0024_m_000122_1147:', 'committed', [' <*>', 'committed'], 'E21']
['1010', 'attempt_201706092018_0024_m_000121_1146:', 'committed', [' <*>', 'committed'], 'E21']
['1011', 'attempt_201706092018_0024_m_000123_1150:', 'committed', [' <*>', 'committed'], 'E21']
['1032', 'attempt_201706092018_0024_m_000160_1155:', 'committed', [' <*>', 'committed'], 'E21']
['1039', 'attempt_201706092018_0024_m_000163_1158:', 'committed', [' <*>', 'committed'], 'E21']
['1041', 'attempt_201706092018_0024_m_000164_1159:', 'committed', [' <*>', 'committed'], 'E21']
['1049', 'attempt_201706092018_0024_m_000162_1157:', 'committed', [' <*>', 'committed'], 'E21']
['1051', 'attempt_201706092018_0024_m_000161_1156:', 'committed', [' <*>', 'committed'], 'E21']
['1084', 'attempt_201706092018_0025_m_000004_1199:', 'committed', [' <*>', 'committed'], 'E21']
['1087', 'attempt_201706092018_0025_m_000003_1198:', 'committed', [' <*>', 'committed'], 'E21']
['1089', 'attempt_201706092018_0025_m_000000_1166:', 'committed', [' <*>', 'committed'], 'E21']
['1092', 'attempt_201706092018_0025_m_000002_1194:', 'committed', [' <*>', 'committed'], 'E21']
['1093', 'attempt_201706092018_0025_m_000001_1180:', 'committed', [' <*>', 'committed'], 'E21']
['11', 'created', 'local', 'directory', 'at', '/opt/hdfs/nodemanager/usercache/curi/appcache/application_1485248649253_0147/blockmgr-70293f72-844a-4b39-9ad6-fb0ad7e364e4', ['created', 'local', 'directory', 'at', '/opt/hdfs/nodemanager/usercache/curi/appcache/application_1485248649253_0147/blockmgr-70293f72-844a-4b39-9ad6-fb0ad7e364e4'], 'E22']
['30', 'started', 'reading', 'broadcast', 'variable', '9', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['44', 'started', 'reading', 'broadcast', 'variable', '8', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['53', 'started', 'reading', 'broadcast', 'variable', '0', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['57', 'started', 'reading', 'broadcast', 'variable', '4', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['61', 'started', 'reading', 'broadcast', 'variable', '3', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['65', 'started', 'reading', 'broadcast', 'variable', '1', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['69', 'started', 'reading', 'broadcast', 'variable', '2', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['98', 'started', 'reading', 'broadcast', 'variable', '10', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['130', 'started', 'reading', 'broadcast', 'variable', '11', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['159', 'started', 'reading', 'broadcast', 'variable', '12', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['199', 'started', 'reading', 'broadcast', 'variable', '13', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['230', 'started', 'reading', 'broadcast', 'variable', '14', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['259', 'started', 'reading', 'broadcast', 'variable', '15', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['290', 'started', 'reading', 'broadcast', 'variable', '16', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['332', 'started', 'reading', 'broadcast', 'variable', '17', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['362', 'started', 'reading', 'broadcast', 'variable', '18', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['392', 'started', 'reading', 'broadcast', 'variable', '19', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['420', 'started', 'reading', 'broadcast', 'variable', '20', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['462', 'started', 'reading', 'broadcast', 'variable', '21', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['492', 'started', 'reading', 'broadcast', 'variable', '22', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['521', 'started', 'reading', 'broadcast', 'variable', '23', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['554', 'started', 'reading', 'broadcast', 'variable', '24', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['595', 'started', 'reading', 'broadcast', 'variable', '25', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['624', 'started', 'reading', 'broadcast', 'variable', '26', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['654', 'started', 'reading', 'broadcast', 'variable', '27', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['683', 'started', 'reading', 'broadcast', 'variable', '28', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['726', 'started', 'reading', 'broadcast', 'variable', '29', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['756', 'started', 'reading', 'broadcast', 'variable', '30', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['787', 'started', 'reading', 'broadcast', 'variable', '31', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['825', 'started', 'reading', 'broadcast', 'variable', '32', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['860', 'started', 'reading', 'broadcast', 'variable', '33', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['1064', 'started', 'reading', 'broadcast', 'variable', '34', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['1108', 'started', 'reading', 'broadcast', 'variable', '37', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['1114', 'started', 'reading', 'broadcast', 'variable', '36', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['1431', 'started', 'reading', 'broadcast', 'variable', '38', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['1640', 'started', 'reading', 'broadcast', 'variable', '39', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['1844', 'started', 'reading', 'broadcast', 'variable', '40', ['started', 'reading', 'broadcast', 'variable', ' <*>'], 'E23']
['13', 'connecting', 'to', 'driver:', 'spark://coarsegrainedscheduler@10.10.34.11:48069', ['connecting', 'to', 'driver:', 'spark://coarsegrainedscheduler@10.10.34.11:48069'], 'E24']
['14', 'successfully', 'registered', 'with', 'driver', ['successfully', 'registered', 'with', 'driver'], 'E25']
['17', 'server', 'created', 'on', '40984', ['server', 'created', 'on', '40984'], 'E26']
['18', 'trying', 'to', 'register', 'blockmanager', ['trying', 'to', 'register', 'blockmanager'], 'E27']
['20', 'got', 'assigned', 'task', '0', ['got', 'assigned', 'task', ' <*>'], 'E28']
['21', 'got', 'assigned', 'task', '1', ['got', 'assigned', 'task', ' <*>'], 'E28']
['22', 'got', 'assigned', 'task', '2', ['got', 'assigned', 'task', ' <*>'], 'E28']
['23', 'got', 'assigned', 'task', '3', ['got', 'assigned', 'task', ' <*>'], 'E28']
['28', 'got', 'assigned', 'task', '4', ['got', 'assigned', 'task', ' <*>'], 'E28']
['93', 'got', 'assigned', 'task', '42', ['got', 'assigned', 'task', ' <*>'], 'E28']
['95', 'got', 'assigned', 'task', '56', ['got', 'assigned', 'task', ' <*>'], 'E28']
['97', 'got', 'assigned', 'task', '69', ['got', 'assigned', 'task', ' <*>'], 'E28']
['100', 'got', 'assigned', 'task', '78', ['got', 'assigned', 'task', ' <*>'], 'E28']
['102', 'got', 'assigned', 'task', '79', ['got', 'assigned', 'task', ' <*>'], 'E28']
['122', 'got', 'assigned', 'task', '87', ['got', 'assigned', 'task', ' <*>'], 'E28']
['124', 'got', 'assigned', 'task', '101', ['got', 'assigned', 'task', ' <*>'], 'E28']
['126', 'got', 'assigned', 'task', '112', ['got', 'assigned', 'task', ' <*>'], 'E28']
['128', 'got', 'assigned', 'task', '118', ['got', 'assigned', 'task', ' <*>'], 'E28']
['131', 'got', 'assigned', 'task', '119', ['got', 'assigned', 'task', ' <*>'], 'E28']
['151', 'got', 'assigned', 'task', '122', ['got', 'assigned', 'task', ' <*>'], 'E28']
['153', 'got', 'assigned', 'task', '136', ['got', 'assigned', 'task', ' <*>'], 'E28']
['155', 'got', 'assigned', 'task', '150', ['got', 'assigned', 'task', ' <*>'], 'E28']
['157', 'got', 'assigned', 'task', '158', ['got', 'assigned', 'task', ' <*>'], 'E28']
['160', 'got', 'assigned', 'task', '159', ['got', 'assigned', 'task', ' <*>'], 'E28']
['195', 'got', 'assigned', 'task', '171', ['got', 'assigned', 'task', ' <*>'], 'E28']
['197', 'got', 'assigned', 'task', '185', ['got', 'assigned', 'task', ' <*>'], 'E28']
['200', 'got', 'assigned', 'task', '195', ['got', 'assigned', 'task', ' <*>'], 'E28']
['202', 'got', 'assigned', 'task', '198', ['got', 'assigned', 'task', ' <*>'], 'E28']
['204', 'got', 'assigned', 'task', '199', ['got', 'assigned', 'task', ' <*>'], 'E28']
['224', 'got', 'assigned', 'task', '206', ['got', 'assigned', 'task', ' <*>'], 'E28']
['226', 'got', 'assigned', 'task', '220', ['got', 'assigned', 'task', ' <*>'], 'E28']
['228', 'got', 'assigned', 'task', '231', ['got', 'assigned', 'task', ' <*>'], 'E28']
['231', 'got', 'assigned', 'task', '238', ['got', 'assigned', 'task', ' <*>'], 'E28']
['233', 'got', 'assigned', 'task', '239', ['got', 'assigned', 'task', ' <*>'], 'E28']
['253', 'got', 'assigned', 'task', '247', ['got', 'assigned', 'task', ' <*>'], 'E28']
['255', 'got', 'assigned', 'task', '261', ['got', 'assigned', 'task', ' <*>'], 'E28']
['257', 'got', 'assigned', 'task', '273', ['got', 'assigned', 'task', ' <*>'], 'E28']
['260', 'got', 'assigned', 'task', '278', ['got', 'assigned', 'task', ' <*>'], 'E28']
['262', 'got', 'assigned', 'task', '279', ['got', 'assigned', 'task', ' <*>'], 'E28']
['282', 'got', 'assigned', 'task', '285', ['got', 'assigned', 'task', ' <*>'], 'E28']
['284', 'got', 'assigned', 'task', '299', ['got', 'assigned', 'task', ' <*>'], 'E28']
['286', 'got', 'assigned', 'task', '312', ['got', 'assigned', 'task', ' <*>'], 'E28']
['288', 'got', 'assigned', 'task', '318', ['got', 'assigned', 'task', ' <*>'], 'E28']
['291', 'got', 'assigned', 'task', '319', ['got', 'assigned', 'task', ' <*>'], 'E28']
['326', 'got', 'assigned', 'task', '321', ['got', 'assigned', 'task', ' <*>'], 'E28']
['328', 'got', 'assigned', 'task', '335', ['got', 'assigned', 'task', ' <*>'], 'E28']
['330', 'got', 'assigned', 'task', '349', ['got', 'assigned', 'task', ' <*>'], 'E28']
['333', 'got', 'assigned', 'task', '358', ['got', 'assigned', 'task', ' <*>'], 'E28']
['335', 'got', 'assigned', 'task', '359', ['got', 'assigned', 'task', ' <*>'], 'E28']
['355', 'got', 'assigned', 'task', '360', ['got', 'assigned', 'task', ' <*>'], 'E28']
['357', 'got', 'assigned', 'task', '374', ['got', 'assigned', 'task', ' <*>'], 'E28']
['359', 'got', 'assigned', 'task', '388', ['got', 'assigned', 'task', ' <*>'], 'E28']
['361', 'got', 'assigned', 'task', '398', ['got', 'assigned', 'task', ' <*>'], 'E28']
['364', 'got', 'assigned', 'task', '399', ['got', 'assigned', 'task', ' <*>'], 'E28']
['384', 'got', 'assigned', 'task', '402', ['got', 'assigned', 'task', ' <*>'], 'E28']
['386', 'got', 'assigned', 'task', '416', ['got', 'assigned', 'task', ' <*>'], 'E28']
['388', 'got', 'assigned', 'task', '430', ['got', 'assigned', 'task', ' <*>'], 'E28']
['390', 'got', 'assigned', 'task', '438', ['got', 'assigned', 'task', ' <*>'], 'E28']
['393', 'got', 'assigned', 'task', '439', ['got', 'assigned', 'task', ' <*>'], 'E28']
['413', 'got', 'assigned', 'task', '450', ['got', 'assigned', 'task', ' <*>'], 'E28']
['415', 'got', 'assigned', 'task', '464', ['got', 'assigned', 'task', ' <*>'], 'E28']
['417', 'got', 'assigned', 'task', '475', ['got', 'assigned', 'task', ' <*>'], 'E28']
['419', 'got', 'assigned', 'task', '478', ['got', 'assigned', 'task', ' <*>'], 'E28']
['422', 'got', 'assigned', 'task', '479', ['got', 'assigned', 'task', ' <*>'], 'E28']
['457', 'got', 'assigned', 'task', '480', ['got', 'assigned', 'task', ' <*>'], 'E28']
['459', 'got', 'assigned', 'task', '494', ['got', 'assigned', 'task', ' <*>'], 'E28']
['461', 'got', 'assigned', 'task', '508', ['got', 'assigned', 'task', ' <*>'], 'E28']
['464', 'got', 'assigned', 'task', '518', ['got', 'assigned', 'task', ' <*>'], 'E28']
['466', 'got', 'assigned', 'task', '519', ['got', 'assigned', 'task', ' <*>'], 'E28']
['486', 'got', 'assigned', 'task', '528', ['got', 'assigned', 'task', ' <*>'], 'E28']
['488', 'got', 'assigned', 'task', '542', ['got', 'assigned', 'task', ' <*>'], 'E28']
['490', 'got', 'assigned', 'task', '553', ['got', 'assigned', 'task', ' <*>'], 'E28']
['493', 'got', 'assigned', 'task', '558', ['got', 'assigned', 'task', ' <*>'], 'E28']
['495', 'got', 'assigned', 'task', '559', ['got', 'assigned', 'task', ' <*>'], 'E28']
['515', 'got', 'assigned', 'task', '562', ['got', 'assigned', 'task', ' <*>'], 'E28']
['517', 'got', 'assigned', 'task', '576', ['got', 'assigned', 'task', ' <*>'], 'E28']
