['0', 'created', 'mrappmaster', 'for', 'application', 'appattempt_1445144423722_0020_000001', ['created', 'mrappmaster', 'for', 'application', 'appattempt_1445144423722_0020_000001'], 'E0']
['7', 'registering', 'class', 'org.apache.hadoop.mapreduce.v2.app.job.event.jobeventtype', 'for', 'class', 'org.apache.hadoop.mapreduce.v2.app.mrappmaster$jobeventdispatcher', ['registering', 'class', ' <*>', 'for', 'class', ' <*>'], 'E23']
['8', 'registering', 'class', 'org.apache.hadoop.mapreduce.v2.app.job.event.taskeventtype', 'for', 'class', 'org.apache.hadoop.mapreduce.v2.app.mrappmaster$taskeventdispatcher', ['registering', 'class', ' <*>', 'for', 'class', ' <*>'], 'E23']
['9', 'registering', 'class', 'org.apache.hadoop.mapreduce.v2.app.job.event.taskattempteventtype', 'for', 'class', 'org.apache.hadoop.mapreduce.v2.app.mrappmaster$taskattempteventdispatcher', ['registering', 'class', ' <*>', 'for', 'class', ' <*>'], 'E23']
['10', 'registering', 'class', 'org.apache.hadoop.mapreduce.v2.app.commit.committereventtype', 'for', 'class', 'org.apache.hadoop.mapreduce.v2.app.commit.committereventhandler', ['registering', 'class', ' <*>', 'for', 'class', ' <*>'], 'E23']
['11', 'registering', 'class', 'org.apache.hadoop.mapreduce.v2.app.speculate.speculator$eventtype', 'for', 'class', 'org.apache.hadoop.mapreduce.v2.app.mrappmaster$speculatoreventdispatcher', ['registering', 'class', ' <*>', 'for', 'class', ' <*>'], 'E23']
['12', 'registering', 'class', 'org.apache.hadoop.mapreduce.v2.app.rm.containerallocator$eventtype', 'for', 'class', 'org.apache.hadoop.mapreduce.v2.app.mrappmaster$containerallocatorrouter', ['registering', 'class', ' <*>', 'for', 'class', ' <*>'], 'E23']
['13', 'registering', 'class', 'org.apache.hadoop.mapreduce.v2.app.launcher.containerlauncher$eventtype', 'for', 'class', 'org.apache.hadoop.mapreduce.v2.app.mrappmaster$containerlauncherrouter', ['registering', 'class', ' <*>', 'for', 'class', ' <*>'], 'E23']
['18', 'registering', 'class', 'org.apache.hadoop.mapreduce.v2.app.job.event.jobfinishevent$type', 'for', 'class', 'org.apache.hadoop.mapreduce.v2.app.mrappmaster$jobfinisheventhandler', ['registering', 'class', ' <*>', 'for', 'class', ' <*>'], 'E23']
['20', 'scheduled', 'snapshot', 'period', 'at', '10', 'second(s).', ['scheduled', 'snapshot', 'period', 'at', '10', 'second(s).'], 'E24']
['26', 'job_1445144423722_0020job', 'transitioned', 'from', 'new', 'to', 'inited', ['job_1445144423722_0020job', 'transitioned', 'from', 'new', 'to', 'inited'], 'E25']
['60', 'job_1445144423722_0020job', 'transitioned', 'from', 'inited', 'to', 'setup', ['job_1445144423722_0020job', 'transitioned', 'from', 'inited', 'to', 'setup'], 'E26']
['62', 'job_1445144423722_0020job', 'transitioned', 'from', 'setup', 'to', 'running', ['job_1445144423722_0020job', 'transitioned', 'from', 'setup', 'to', 'running'], 'E27']
['30', 'adding', 'protocol', 'org.apache.hadoop.mapreduce.v2.api.mrclientprotocolpb', 'to', 'the', 'server', ['adding', 'protocol', 'org.apache.hadoop.mapreduce.v2.api.mrclientprotocolpb', 'to', 'the', 'server'], 'E28']
['33', 'ipc', 'server', 'listener', 'on', '62260:', 'starting', ['ipc', 'server', 'listener', 'on', ' <*>', 'starting'], 'E29']
['53', 'ipc', 'server', 'listener', 'on', '62270:', 'starting', ['ipc', 'server', 'listener', 'on', ' <*>', 'starting'], 'E29']
['36', 'added', 'global', 'filter', "'safety'", '(class', 'org.apache.hadoop.http.httpserver2$quotinginputfilter)', ['added', 'global', 'filter', "'safety'", '(class', 'org.apache.hadoop.http.httpserver2$quotinginputfilter)'], 'E30']
['45', 'web', 'app', '/mapreduce', 'started', 'at', '62267', ['web', 'app', '/mapreduce', 'started', 'at', '62267'], 'E31']
['816', 'defaultspeculator.addspeculativeattempt', '--', 'we', 'are', 'speculating', 'task_1445144423722_0020_m_000000', ['defaultspeculator.addspeculativeattempt', '--', 'we', 'are', 'speculating', 'task_1445144423722_0020_m_000000'], 'E32']
['908', 'dfsoutputstream', 'responseprocessor', 'exception', 'for', 'block', 'bp-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731', ['dfsoutputstream', 'responseprocessor', 'exception', 'for', 'block', 'bp-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731'], 'E33']
['1033', 'task', 'cleanup', 'failed', 'for', 'attempt', 'attempt_1445144423722_0020_m_000002_0', ['task', 'cleanup', 'failed', 'for', 'attempt', ' <*>'], 'E34']
['1062', 'task', 'cleanup', 'failed', 'for', 'attempt', 'attempt_1445144423722_0020_m_000001_0', ['task', 'cleanup', 'failed', 'for', 'attempt', ' <*>'], 'E34']
['14', 'default', 'file', 'system', '[hdfs://msra-sa-41:9000]', ['default', 'file', 'system', '[hdfs://msra-sa-41:9000]'], 'E35']
['15', 'default', 'file', 'system', '[hdfs://msra-sa-41:9000]', ['default', 'file', 'system', '[hdfs://msra-sa-41:9000]'], 'E35']
['16', 'default', 'file', 'system', '[hdfs://msra-sa-41:9000]', ['default', 'file', 'system', '[hdfs://msra-sa-41:9000]'], 'E35']
['19', 'loaded', 'properties', 'from', 'hadoop-metrics2.properties', ['loaded', 'properties', 'from', 'hadoop-metrics2.properties'], 'E36']
['797', 'done', 'acknowledgement', 'from', 'attempt_1445144423722_0020_m_000003_0', ['done', 'acknowledgement', 'from', 'attempt_1445144423722_0020_m_000003_0'], 'E37']
['21', 'mrappmaster', 'metrics', 'system', 'started', ['mrappmaster', 'metrics', 'system', 'started'], 'E38']
['28', 'using', 'callqueue', 'class', 'java.util.concurrent.linkedblockingqueue', ['using', 'callqueue', 'class', 'java.util.concurrent.linkedblockingqueue'], 'E39']
['47', 'using', 'callqueue', 'class', 'java.util.concurrent.linkedblockingqueue', ['using', 'callqueue', 'class', 'java.util.concurrent.linkedblockingqueue'], 'E39']
['31', 'instantiated', 'mrclientservice', 'at', 'minint-fnanli5.fareast.corp.microsoft.com/10.86.169.121:62260', ['instantiated', 'mrclientservice', 'at', 'minint-fnanli5.fareast.corp.microsoft.com/10.86.169.121:62260'], 'E40']
['32', 'ipc', 'server', 'responder:', 'starting', ['ipc', 'server', 'responder:', 'starting'], 'E41']
['54', 'ipc', 'server', 'responder:', 'starting', ['ipc', 'server', 'responder:', 'starting'], 'E41']
['39', 'adding', 'path', 'spec:', '/mapreduce/*', ['adding', 'path', 'spec:', ' <*>'], 'E42']
['40', 'adding', 'path', 'spec:', '/ws/*', ['adding', 'path', 'spec:', ' <*>'], 'E42']
['43', 'extract', 'jar:file:/d:/hadoop-2.6.0-localbox/share/hadoop/yarn/hadoop-yarn-common-2.6.0-snapshot.jar!/webapps/mapreduce', 'to', 'c:\\users\\msrabi\\appdata\\local\\temp\\jetty_0_0_0_0_62267_mapreduce____.8n7xum\\webapp', ['extract', 'jar:file:/d:/hadoop-2.6.0-localbox/share/hadoop/yarn/hadoop-yarn-common-2.6.0-snapshot.jar!/webapps/mapreduce', 'to', 'c:\\users\\msrabi\\appdata\\local\\temp\\jetty_0_0_0_0_62267_mapreduce____.8n7xum\\webapp'], 'E43']
['63', 'resolved', 'msra-sa-39.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['64', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['66', 'resolved', 'msra-sa-39.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['67', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['69', 'resolved', 'msra-sa-39.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['70', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['72', 'resolved', 'msra-sa-39.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['73', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['75', 'resolved', 'msra-sa-39.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['76', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['78', 'resolved', 'msra-sa-39.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['79', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['81', 'resolved', 'msra-sa-39.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['82', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['84', 'resolved', 'msra-sa-39.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['85', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['87', 'resolved', 'msra-sa-39.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['88', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['90', 'resolved', 'msra-sa-39.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['91', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['115', 'resolved', '04dn8iq.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['120', 'resolved', '04dn8iq.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['139', 'resolved', 'minint-fnanli5.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['144', 'resolved', 'minint-fnanli5.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['158', 'resolved', 'minint-fnanli5.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['163', 'resolved', 'minint-fnanli5.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['298', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['518', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['520', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['547', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['596', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['626', 'resolved', 'msra-sa-39.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['645', 'resolved', 'msra-sa-39.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['819', 'resolved', 'msra-sa-39.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['820', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['1035', 'resolved', 'msra-sa-39.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['1036', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['1064', 'resolved', 'msra-sa-39.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['1065', 'resolved', 'msra-sa-41.fareast.corp.microsoft.com', 'to', '/default-rack', ['resolved', ' <*>', 'to', '/default-rack'], 'E44']
['46', 'registered', 'webapp', 'guice', 'modules', ['registered', 'webapp', 'guice', 'modules'], 'E45']
['114', 'got', 'allocated', 'containers', '1', ['got', 'allocated', 'containers', ' <*>'], 'E46']
['138', 'got', 'allocated', 'containers', '1', ['got', 'allocated', 'containers', ' <*>'], 'E46']
['157', 'got', 'allocated', 'containers', '1', ['got', 'allocated', 'containers', ' <*>'], 'E46']
['293', 'got', 'allocated', 'containers', '1', ['got', 'allocated', 'containers', ' <*>'], 'E46']
['512', 'got', 'allocated', 'containers', '2', ['got', 'allocated', 'containers', ' <*>'], 'E46']
['542', 'got', 'allocated', 'containers', '1', ['got', 'allocated', 'containers', ' <*>'], 'E46']
['591', 'got', 'allocated', 'containers', '1', ['got', 'allocated', 'containers', ' <*>'], 'E46']
['621', 'got', 'allocated', 'containers', '1', ['got', 'allocated', 'containers', ' <*>'], 'E46']
['640', 'got', 'allocated', 'containers', '1', ['got', 'allocated', 'containers', ' <*>'], 'E46']
['657', 'got', 'allocated', 'containers', '1', ['got', 'allocated', 'containers', ' <*>'], 'E46']
['129', 'opening', 'proxy', ':', '04dn8iq.fareast.corp.microsoft.com:54883', ['opening', 'proxy', ':', ' <*>'], 'E47']
['148', 'opening', 'proxy', ':', 'minint-fnanli5.fareast.corp.microsoft.com:52368', ['opening', 'proxy', ':', ' <*>'], 'E47']
['167', 'opening', 'proxy', ':', 'minint-fnanli5.fareast.corp.microsoft.com:52368', ['opening', 'proxy', ':', ' <*>'], 'E47']
['302', 'opening', 'proxy', ':', 'msra-sa-41.fareast.corp.microsoft.com:7109', ['opening', 'proxy', ':', ' <*>'], 'E47']
['524', 'opening', 'proxy', ':', 'msra-sa-41.fareast.corp.microsoft.com:7109', ['opening', 'proxy', ':', ' <*>'], 'E47']
['527', 'opening', 'proxy', ':', 'msra-sa-41.fareast.corp.microsoft.com:7109', ['opening', 'proxy', ':', ' <*>'], 'E47']
['552', 'opening', 'proxy', ':', 'msra-sa-41.fareast.corp.microsoft.com:7109', ['opening', 'proxy', ':', ' <*>'], 'E47']
['601', 'opening', 'proxy', ':', 'msra-sa-41.fareast.corp.microsoft.com:7109', ['opening', 'proxy', ':', ' <*>'], 'E47']
['631', 'opening', 'proxy', ':', 'msra-sa-39.fareast.corp.microsoft.com:28345', ['opening', 'proxy', ':', ' <*>'], 'E47']
['649', 'opening', 'proxy', ':', 'msra-sa-39.fareast.corp.microsoft.com:28345', ['opening', 'proxy', ':', ' <*>'], 'E47']
['801', 'opening', 'proxy', ':', 'msra-sa-41.fareast.corp.microsoft.com:7109', ['opening', 'proxy', ':', ' <*>'], 'E47']
['1025', 'opening', 'proxy', ':', 'minint-fnanli5.fareast.corp.microsoft.com:52368', ['opening', 'proxy', ':', ' <*>'], 'E47']
['1058', 'opening', 'proxy', ':', 'minint-fnanli5.fareast.corp.microsoft.com:52368', ['opening', 'proxy', ':', ' <*>'], 'E47']
['666', 'received', 'completed', 'container', 'container_1445144423722_0020_01_000012', ['received', 'completed', 'container', ' <*>'], 'E48']
['825', 'received', 'completed', 'container', 'container_1445144423722_0020_01_000005', ['received', 'completed', 'container', ' <*>'], 'E48']
['807', 'num', 'completed', 'tasks:', '1', ['num', 'completed', 'tasks:', '1'], 'E49']
['922', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['930', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['937', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['946', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['955', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['962', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['971', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['980', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['987', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['996', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1005', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1012', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1029', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1049', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1076', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1083', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1090', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1097', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1102', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1109', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1116', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1123', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1130', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1137', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1144', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1151', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1158', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1165', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1172', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1179', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1186', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1193', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1200', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1207', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1214', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1221', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1228', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1235', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1242', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1249', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1256', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1263', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1270', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1277', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1284', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1291', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1298', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1305', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
['1312', 'error', 'in', 'contacting', 'rm.', ['error', 'in', 'contacting', 'rm.'], 'E50']
