['0', 'session', 'closed', 'for', 'user', 'root', ['session', 'closed', 'for', 'user', 'root'], 'E0']
['602', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['605', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['606', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['607', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['608', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['617', 'synchronized', 'to', '10.100.28.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['620', 'synchronized', 'to', '10.100.12.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['621', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['625', 'synchronized', 'to', '10.100.28.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['626', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['627', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['638', 'synchronized', 'to', '10.100.28.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['642', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['644', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['645', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['648', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['649', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['652', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['653', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['654', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['656', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['657', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['659', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['664', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['667', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['668', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['669', 'synchronized', 'to', '10.100.26.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['676', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['677', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['680', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['682', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['683', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['684', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['687', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['689', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['690', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['693', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['698', 'synchronized', 'to', '10.100.26.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['702', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['703', 'synchronized', 'to', '10.100.24.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['709', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['710', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['712', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['715', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['719', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['724', 'synchronized', 'to', '10.100.12.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['725', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['727', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['731', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['732', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['734', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['735', 'synchronized', 'to', '10.100.24.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['737', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['741', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['743', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['748', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['751', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['752', 'synchronized', 'to', '10.100.14.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['756', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['757', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['758', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['760', 'synchronized', 'to', '10.100.12.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['761', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['762', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['764', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['765', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['769', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['770', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['772', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['777', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['784', 'synchronized', 'to', '10.100.10.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['785', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['789', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['790', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['794', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['795', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['796', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['802', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['804', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['805', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['806', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['810', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['815', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['816', 'synchronized', 'to', '10.100.26.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['818', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['825', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['826', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['828', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['830', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['831', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['835', 'synchronized', 'to', '10.100.10.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['836', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['841', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['844', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['845', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['846', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['848', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['855', 'synchronized', 'to', '10.100.26.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['860', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['861', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['862', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['863', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['864', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['872', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['876', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['877', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['881', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['882', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['887', 'synchronized', 'to', '10.100.28.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['888', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['890', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['893', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['902', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['903', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['905', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['907', 'synchronized', 'to', '10.100.14.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['908', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['910', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['911', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['912', 'synchronized', 'to', '10.100.24.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['916', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['917', 'synchronized', 'to', '10.100.28.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['920', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['927', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['928', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['934', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['937', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['938', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['944', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['945', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['948', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['951', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['952', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['953', 'synchronized', 'to', 'local(0)', 'stratum', '10', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['954', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['957', 'synchronized', 'to', '#3#', 'stratum', '1', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['958', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['959', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['961', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['968', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['969', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['970', 'synchronized', 'to', '10.100.26.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['973', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['974', 'synchronized', 'to', '10.100.28.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['980', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['982', 'synchronized', 'to', '10.100.22.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['983', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['986', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['989', 'synchronized', 'to', '10.100.24.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['994', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['998', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['999', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['1000', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['1001', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['1003', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['1009', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['1013', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['1014', 'synchronized', 'to', '10.100.10.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['1016', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['1017', 'synchronized', 'to', '10.100.18.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['1019', 'synchronized', 'to', '10.100.26.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['1023', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['1025', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['1027', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['1031', 'synchronized', 'to', '10.100.10.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['1032', 'synchronized', 'to', '10.100.16.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['1033', 'synchronized', 'to', '10.100.20.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['1034', 'synchronized', 'to', '10.100.28.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
['1035', 'synchronized', 'to', '10.100.28.250', 'stratum', '3', ['synchronized', 'to', ' <*>', 'stratum', ' <*>'], 'E1']
